,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source,label
,,,reliable,,"""In the next 50 years, you will not find one Israeli leader that will propose to you what I propose to you now. ""Sign it! Sign it and let's change history!"" It was 2008. Israel's Prime Minister Ehud Olmert was imploring the Palestinian leader to accept a deal he believed could have brought peace to the Middle East. It was a two-state solution - a prospect which seems impossible today. If implemented, it would have created a Palestinian state on more than 94% of the occupied West Bank. The map Olmert had drawn up now has an almost mythical status. Various interpretations have appeared over the years, but he has never revealed it to the media. Until now.",,,,The unseen map that promised to bring peace to the Middle East,"Paul Adams, Diplomatic correspondent",,,,,,,1
,,,reliable,,"Large crowds have gathered for the funeral of Hezbollah's former leader Hassan Nasrallah, who was killed in an Israeli air strike in Beirut in September. Mourners dressed in black flocked to a stadium on the outskirts of the Lebanese capital on Sunday. They also paid their respects to Hashem Safieddine, Nasrallah's successor, who was killed in a separate Israeli strike before he could assume his post. Nasrallah, the former leader of the Lebanese militant Shia Islamist group, was one of the most influential figures in the Middle East.",,,,Huge crowds gather for Hezbollah leader Nasrallah's funeral,"Anna Lamche, BBC News",,,,,,,1
,,,reliable,,"Israel has expelled the residents of three refugee camps in the occupied West Bank as it steps up a major month-long operation in the Palestinian territory. Israel's Defence Minister Israel Katz said the camps in Jenin, Tulkarm and Nur Shams were now ""empty"" and would be occupied by the Israeli military for the coming year. The Israel Defense Forces (IDF) said it has deployed a tank division around the city of Jenin - the first time it has done so since 2002. The Palestinian Authority condemned the move. The UN said earlier this month that Israel's operation, which began on 21 January and was intensified in recent days, had led to the ""forced displacement"" of 40,000 people. ""So far, 40,000 Palestinians have evacuated from the refugee camps of Jenin, Tulkarem, and Nur Shams, which are now empty of residents,"" Israel Katz said in a statement. ""I have instructed [troops] to prepare for a prolonged presence in the cleared camps for the coming year and to prevent the return of residents and the resurgence of terrorism."" He also said that Israel had instructed the UN's Palestinian refugee agency (Unrwa) to stop operating in the area. Nabil Abu Rudeineh, a spokesman for Palestinian President Mahmoud Abbas, described the decision to deploy tanks as a ""dangerous Israeli escalation that will not lead to stability or calm"". The IDF said in a statement that its forces are ""continuing the operation to thwart terrorism"" and are expanding their ""offensive activity"" - which so far has involved drones, tanks, special forces, border police, and operatives from the intelligence agency Shin Bet. The UN said on Thursday that since Israeli operations began on 21 January, 51 Palestinians, including seven children, have been killed in Jenin, Tulkarm and Tubas governorates, as well as three Israeli soldiers. The offensive has caused severe damage to water and sanitation infrastructure, disrupting access to water to ""tens of thousands of people"", it said. Israeli Prime Minister Benjamin Netanyahu visited Tulkarm refugee camp on Friday and ordered the army to intensify ""operational activity"", his office said. ""We are entering terrorist strongholds, flattening entire streets that terrorists use, and their homes. We are eliminating terrorists, commanders,"" Netanyahu said. His visit followed the explosion of three buses in Tel Aviv, which Israeli officials described as a ""suspected terror attack"" that was caused by bombs of the kind previously found in the West Bank. Israel occupied the West Bank in the 1967 Six Day War and has since built about 160 settlements housing some 700,000 Jews. The settlements are considered illegal under international law, although Israel disputes this.",,,,Israel expels residents of three West Bank refugee camps,"Tom Bennett, BBC News",,,,,,,1
,,,reliable,,"As the first phase of the ceasefire between Israel and Hamas in Gaza is meant to be drawing to an end, it has once again been put in doubt. After the last six living Israel hostages due to be released in this phase were freed, more than 600 Palestinian prisoners were due to be released by Israel in exchange - the biggest number so far to be freed in one go. But that has now been delayed indefinitely by the Israeli Prime Minister Benjamin Netanyahu, with his demand that Hamas must stop what he called its ""cynical use of hostages for propaganda purposes"". Hamas has in turn accused Israel of deliberately trying to disrupt the ceasefire agreement. It's the latest big bump in the road that's intended ultimately to lead to a permanent end to hostilities and the start of rebuilding Gaza. Israel complained about the chaotic scenes in one of the first handovers, saying the physical safety of the hostages had been put in jeopardy. Then, Israel said Hamas had broken the terms of the agreement by not releasing a female civilian hostage, Arbel Yehud. In response, it delayed opening access for hundreds of thousands of Palestinians to return to the north of Gaza for 48 hours. That was resolved when Arbel Yehud was freed in an extra handover before the next scheduled for the following Saturday. Hamas later accused Israel of not living up to its commitments to permit heavy machinery, tents and caravans into Gaza. It then said it would not carry out the next hostage handover as scheduled. That prompted threats from both Netanyahu and the US President Donald Trump that all out war would resume in Gaza if the hostages weren't freed as agreed. With the clock ticking down, Hamas agreed to release them. And just in the past few days, the discovery that the body Hamas handed over on Thursday as that of Shiri Bibas turned out not to be her. That set off new anger and shock in Israel, where the images of Shiri trying to shield her two young children as they were abducted on 7 October, 2023, is seen as the most potent symbol of the horror of that day. Netanyahu denounced Hamas for what he called a ""cruel and evil violation"" of the agreement. Once again, the ceasefire was kept on track only at the last moment by Hamas providing another body within a day that this time did indeed prove to be hers. All these incidents have shown how fragile the ceasefire process remains. They may also have contributed to the fact talks on the second phase - due to start earlier this month - have not yet got under way. Time is running out, with the first phase due to end in a week's time. Hamas has offered to release the remaining hostages due to be freed in the second phase in one go, but only if Israel pulls all its forces out of Gaza and there is a permanent end to the war. Israel has demanded the complete disarmament of Hamas, which it has so far rejected. The stage-managed ceremonies at each hostage handover, which Netanyahu has so strongly condemned, are intended to show it is still a force to be reckoned with in Gaza. In Israel, voices on the right demand the government resumes its war against Hamas, while the families of the hostages - backed by much of Israel - say securing the release of the remaining hostages is what matters above and beyond all else. Trump's plan for Gaza has brought new uncertainty into the equation. The third phase of the ceasefire is meant to set Gaza on the path towards reconstruction and renewal. Arab states are hurriedly trying to come up with a concrete alternative proposal in which Palestinians would continue to live in Gaza while it is rebuilt, rather than being removed from the enclave as envisaged in Trump's plan. The future governance of Gaza also remains a key sticking point, with Israel, Hamas, the Palestinian Authority and Arab countries all so far appearing to have contradictory proposals. These issues will require difficult negotiations, which will be conducted amid the constant risk of a return to war, for which some on both sides continue to advocate. But for now, the mediators from Egypt, Qatar and the US may have their work cut out just getting the first phase of the ceasefire over the line.",,,,Gaza ceasefire once again in doubt as first phase nears end,"Sebastian Usher, BBC Middle East analyst, Reporting fromJerusalem",,,,,,,1
,,,reliable,,"Israel says it is indefinitely delaying the release of more than 600 Palestinian prisoners, in another potentially major setback in the ceasefire process. Benjamin Netanyahu said the release was now going to be delayed until the next handover of hostages by Hamas was guaranteed - and without what the Israeli prime minister called the degrading ceremonies Hamas has put on each week. Only one more handover - of the bodies of four hostages who died in captivity - is due to take place in the first phase of the ceasefire deal, which is due to end on 1 March. No arrangements for the release of other living hostages, due to take place in the second phase, have yet been made. Delegations from Israel and Hamas were due to negotiate the exact terms of the second phase while the first was ongoing - but have yet to meet. Mediators will be working overtime to get the deal back on track and avert a possible collapse, after both Israel and Hamas accused one another of breaking the terms of the agreement. Netanyahu accused Hamas of ""repeated violations"", including the ""cynical use of the hostages for propaganda purposes"". In response, Hamas official Izzat al-Rishq strongly condemned the decision to postpone the release of the prisoners in a statement on Sunday morning. He said that Israel's claim that the handover ceremonies were humiliating was a ""false claim and a flimsy argument"" aimed at evading its obligations under the ceasefire agreement. Netanyahu's statement came after four hostages taken captive on 7 October - Tal Shoham, Omer Shem Tov, Eliya Cohen and Omer Wenkert - were released on Saturday. The two other released hostages, Avera Mengistu and Hisham al-Sayed, were held in Gaza for years - Mr Mengistu since 2014 and Mr al-Sayed since 2015. In exchange, Israel was supposed to release 602 Palestinian prisoners. Hamas accused Israel of violating the agreement by delaying the release. The six Israeli hostages are the final living hostages to be returned as part of the first phase of a ceasefire agreement. Meanwhile, outside the Ofer Prison in the occupied West Bank, family and friends waited for the release of Palestinian prisoners. According to Palestinian authorities, 50 prisoners who were going to be released were serving life sentences, 60 had long sentences, and 445 were detained by Israel since 7 October. There are 62 hostages taken on 7 October 2023 still being held by Hamas, about half of whom are believed to be alive. Hamas began releasing hostages, facilitated by the Red Cross, in exchange for Palestinian prisoners after the ceasefire agreement took effect on 19 January. Initial chaotic scenes have become more choreographed, with hostages flanked by fighters on stages before the handovers. On Saturday, Mr Shoham, 40, and Mr Mengistu, 39, were passed to the Red Cross in Rafah in southern Gaza before being transferred to the Israel Defense Forces (IDF). Mr Shoham was visiting family at Kibbutz Be'eri in October 2023 when he and others, including his wife and two children, were kidnapped by Hamas. His captured family members were released after 50 days.",,,,Israel indefinitely delays Palestinian prisoner release as hostages freed,"Sebastian Usher, Middle East correspondent, Reporting fromJerusalem, Lucy Clarke-Billings, BBC News, Reporting fromLondon",,,,,,,1
,,,reliable,,"Israel's forensic officials have confirmed a body handed over by Hamas on Friday is that of hostage Shiri Bibas - but have rejected Hamas's claim that she was killed by Israeli bombing. Dr Chen Kugel, director of Israel's National Institute of Forensic Medicine, said an examination found ""no evidence of injuries caused by bombing"". On Friday, Israel said that the two children of Shiri Bibas - Ariel and Kfir - had been killed with ""bare hands"" and that evidence of this had been sent to Israel's partners around the world. The BBC has not seen or verified this evidence. Hamas has said the children and their mother were killed by Israeli bombing, without providing evidence. ""Our Shiri was murdered in captivity and has now returned home,"" the Bibas family said in a statement. The remains of Ariel, Kfir and another hostage, Oded Lifschitz, were handed over by Hamas on Thursday - alongside a fourth body which it said was that of Shiri Bibas. Israel's forensic testing then showed that these remains were in fact of a different unidentified woman. Hamas spokesman Ismail al-Thawabta said in a post on X on Friday that Shiri's remains seemed to have been mixed up with other bodies under rubble after the air strike. Hamas released the correct remains on Friday evening.",,,,Israel confirms Shiri Bibas body has been returned,"Jaroslav Lukiv, BBC News",,,,,,,1
,,,reliable,,"Six Israeli hostages are now back in Israel after being handed over to the Red Cross in Gaza. Avera Mengistu and Tal Shoham were freed by Hamas on Saturday morning, in a highly-choreographed event in Rafah. Hours later, in Nuseirat, Eliya Cohen, Omer Shem Tov and Omer Wenkert were handed over amid similar scenes. Hisham al-Sayed was released shortly after in Gaza City. Mengistu and al-Sayed were seized in 2014 and 2015 respectively, after they crossed into Gaza on their own. The others were kidnapped in 7 October 2023, during Hamas' attacks on Israel. In exchange for their release, Israel is set to free 602 Palestinian prisoners and detainees, according to the Palestinian prisoners' media office. Read more on this story.",,,,Watch: Six Israeli hostages released in Gaza,No author available,,,,,,,1
,,,reliable,,"The grandson of Israeli hostage Oded Lifschitz, 84, whose body was returned from Gaza to Israel this week, has spoken to the BBC. Daniel Lifschitz criticised Hamas for kidnapping a great-grandfather, saying Oded died in ""poor conditions, without food, without medication"". He described his grandfather as ""a warrior of peace"" and said ""a generation of education"" free from Hamas was needed in order to bring progress towards peace in the region.",,,,Hostage's grandson: 'That's not the way anyone should die',No author available,,,,,,,1
,,,reliable,,"Israel has said Israeli children Ariel and Kfir Bibas, who were taken hostage on 7 October 2023, were ""deliberately"" killed by their captors in Gaza. Israel Defense Forces (IDF) spokesman Daniel Hagari said ""forensic findings"", which have not been seen by the BBC, suggested the boys had been killed with ""bare hands"". He said evidence had been shared with Israel's ""partners around the world so they can verify it"". Hamas has said the children and their mother were killed by Israeli bombing, without providing evidence. The bodies of the two boys were returned to Israel on Thursday, alongside the body of another hostage, Oded Lifschitz. Hamas said a fourth body handed over was that of the boys' mother, Shiri Bibas - but Israel said forensic testing showed it was not her. Israeli Prime Minister Benjamin Netanyahu alleged Hamas ""put the body of a Gazan woman in a coffin"" instead of the body of Shiri Bibas. The IDF posted on X that ""during the identification process, it was determined that the additional body received is not that of Shiri Bibas, and no match was found for any other hostage. This is an anonymous, unidentified body."" ""This is a violation of utmost severity by the Hamas terrorist organisation, which is obligated under the agreement to return four deceased hostages."" A Hamas spokesman, Ismail al-Thawabta, said on X on Friday that Shiri's remains seemed to have been mixed up with other bodies under the rubble of a structure after an Israeli air strike. The group told Reuters news agency they would investigate what had led to the wrong remains being sent to Israel. Israel demanded that Hamas return Shiri along with the other remaining hostages. ""Whether she is alive or not, they need to bring back Shiri Bibas,"" IDF international spokesperson Lt Col Nadav Shoshani told BBC Radio 4's Today Programme. Netanyahu said ""we will act with determination to bring Shiri home along with all our hostages - both living and dead - and ensure that Hamas pays the full price for this cruel and evil violation of the agreement"". In a statement, Hamas said it affirmed its ""seriousness and full commitment to all our obligations"" and had no interest in ""non-compliance"". Shiri, Ariel and Kfir Bibas were aged 32, four and nine months when they were kidnapped during the Hamas attacks on Israel on 7 October 2023. They have become a symbol for many in Israel and the news that their bodies would be returned to Israel was met with an outpouring of grief. The Hostages and Missing Families Forum said it was ""horrified and devastated"" that Shiri had not been returned, ""despite the agreement and our desperate hopes"". The children's father Yarden Bibas, 34, was released by Hamas on 1 February. Israel has confirmed that the fourth body returned on Thursday was that of veteran peace activist, Oded Lifschitz. The release of hostages' bodies was agreed as part of the ceasefire deal which came into effect on 19 January, and Israel has confirmed it expects eight bodies will be handed over. The two sides agreed to exchange 33 hostages for about 1,900 Palestinian prisoners by the end of the first six weeks of the ceasefire. Talks on progressing to the next phase of the deal - under which the remaining living hostages would be released and the war would end permanently - were due to start earlier this month, but have not yet begun. Twenty-eight hostages and more than 1,000 prisoners have so far been exchanged. Sixty-six hostages taken on 7 October are still being held in Gaza. Three other hostages, taken more than a decade ago, are also being held. About half of all the hostages still in Gaza are believed to be alive. About 1,200 people - mostly civilians - were killed in the Hamas attacks on 7 October 2023 and 251 others taken back to Gaza as hostages. Israel launched a massive military campaign against Hamas in response, which has killed at least 48,319 Palestinians - mainly civilians - according to the Hamas-run health ministry. Also on Thursday, three buses exploded in Bat Yam, south of Tel Aviv, in what Israeli police said is a suspected terror attack. Devices in two other buses failed to explode, they said. No casualties were reported. In response, Prime Minister Benjamin Netanyahu's office announced he had ordered the IDF to carry out an ""intensive operation against centers of terrorism"" in the West Bank.",,,,Israel says forensics show Bibas children killed by captors,"George Wright & Mallory Moench, BBC News",,,,,,,1
,,,reliable,,"Kfir and Ariel Bibas were last seen on 7 October with their mother Shiri's hands around them, holding onto her boys surrounded by gunmen and violence, trying to protect them. She couldn't. According to the Israeli army, Kfir and Ariel's last moments were at the ""bare hands"" of their captors. How do you eulogise children who have barely lived their lives? Kfir Bibas, a hostage at just nine months old, did not live to take his first steps or celebrate his first birthday. Ariel Bibas had only experienced four years of a life that should have been much longer. A statement from Kibbutz Nir Oz, where the boys were taken hostage from, described Kfir as ""a calm and smiley baby, with ginger hair and a laugh that would make anyone's heart melt. Wherever he went he lit it up with his smile and joy."" Ariel, they said, was ""a playful boy with ginger hair, curious eyes and a big smile. He loved superheroes, tractors and cars, and ran non-stop, climbing and exploring the world."" The two brothers became the greatest symbol of the hostage nightmare Israelis are enduring. Bringing home the Bibas family was a country's fervent hope. Throughout the last 16 months they have been remembered, prayed for, kept in the hearts of people, not just in Israel but by Jews and others across the world. Images were shared of the boys in their Batman costumes with Ariel's cape flying in the wind; of older brother Ariel hugging his baby brother Kfir when he was born; of Kfir giggling and gurgling as his father Yarden played with him.",,,,'The smallest coffins are the heaviest': Israel grieves youngest hostages,"Lucy Manning, Special correspondent",,,,,,,1
,,,reliable,,"Israel's announcement that a body returned from Gaza on Thursday was not that of Shiri Bibas, as Hamas had said, throws up another stumbling block in this ceasefire deal. It was thought the remains of Shiri, a mother of two, had been handed over along with those of her children. But the Israeli military said forensic testing could only confirm the bodies of Ariel and Kfir, who would have been aged five and two, and not those of their mother. Instead, Israeli Prime Minister Benjamin Netanyahu said Hamas had ""put the body of a Gazan woman in a coffin"", with Ismail al-Thawabta, a spokesman for Hamas, suggesting Shiri's remains had been mixed up with other bodies under rubble after an Israeli air strike. In a separate statement, the group said it affirmed its ""seriousness and full commitment to all our obligations"" under the ceasefire - and that it had ""no interest in non-compliance"". It also said an investigation was under way, and called for the remains of the alleged Palestinian woman mistakenly handed over to Israel to be returned. The Bibas family were among 251 people taken hostage during Hamas's 7 October 2023 attacks on Israel, along with Shiri's husband, Yarden, who was released earlier this month. Israel launched a massive military campaign against Hamas in response, which has killed at least 48,297 Palestinians - mainly civilians - according to the Hamas-run health ministry. Ariel and Kfir, the youngest of the Israeli hostages, were aged four and nine months when they were kidnapped. Their mother was 32. Netanyahu has threatened that Hamas will pay the ""full price"" for failing to hand over Shiri's body, calling it a ""cruel and evil violation"" of their agreement. No measures have yet been announced beyond Netanyahu saying Israel will act ""with determination to bring Shiri home"". But a further claim from Israel that Ariel and Kfir had been ""murdered by terrorists in cold blood"" will further inflame feelings in Israel. In November 2023, Hamas claimed the boys and Shiri had been killed in an IDF air strike. The BBC has not been able to independently verify this. On Friday, Israeli military spokesperson Daniel Hagari claimed forensic tests had revealed that Hamas killed Ariel and Kfir ""with their bare hands"". ""Afterwards, they committed horrific acts to cover up these atrocities,"" he said, without giving specifics about the alleged injuries. Hamas has not yet responded to these accusations. For Israeli politicians inside and outside Netanyahu's government who have been demanding a resumption of the war in Gaza, these claims will be seen as more evidence that Hamas must be utterly eradicated. The ceasefire is entering a new period of uncertainty, with the first phase drawing to an end - while negotiations on the next stage have yet to begin in earnest. The second phase - in which all the remaining hostages, alive or dead, are due to be released - has been seen from the start as potentially more challenging than the first one. Israel is demanding the complete disarmament of Hamas, while Hamas rejects the prospect of Israel continuing to maintain tight security control over Gaza. Any major breakdown in the deal could see a return to fighting. On the other side, though, is perhaps the majority of public opinion in Israel - that nothing should get in the way of all the remaining hostages being returned. In expressing his condemnation of the latest developments, Israel's President Isaac Herzog made clear that Israel must remember what he called its ""highest duty - to do everything in our power to bring every one of our kidnapped sisters and brothers home"". The Hostages and Missing Families Forum echoed this, saying ""every step"" must be taken with ""careful responsibility"" to ensure the safe return of all hostages. A fourth body was returned to Israel, from Gaza, on Thursday - that of 84-year-old peace activist Oded Lifschitz. Just like Ariel and Kfir Bibas, the Israeli military said Oded's remains had been confirmed by forensic testing.",,,,Hamas failure to return body is new ceasefire setback,"Sebastian Usher, BBC's Middle East analyst, Reporting fromJerusalem",,,,,,,1
,,,reliable,,"The sister-in-law of hostage Shiri Bibas said the family is ""not seeking revenge right now"" and called for her return from Gaza after Israel said Hamas had released the body of an unidentified woman. Ofri Bibas Levy said in a statement that the family could not mourn Shiri's sons, whose bodies were handed over, until their mother is returned. Israel accused Hamas of violating the ceasefire after forensic testing revealed the body returned on Thursday was not Shiri. A Hamas spokesman said her remains seem to have been mixed up with other bodies under rubble after an Israeli air strike. The group said it was investigating and affirmed its ""full commitment to all our obligations"" in the ceasefire. The three other bodies given back to Israel on Thursday have been identified as Shiri's sons Ariel and Kfir, who would have been aged five and two, and peace activist Oded Lifschitz, 84, the Israel Defense Forces (IDF) said. Hamas previously said the mother and her two children were killed in an Israeli air strike. However, Israel said on Thursday intelligence and forensics show the boys ""were brutally murdered by terrorists in captivity in November 2023"".",,,,"We cannot mourn until Shiri Bibas is returned, family says","Anna Lamche, BBC News",,,,,,,1
,,,reliable,,"Three empty buses have exploded on the southern edge of Tel Aviv in what Israeli police say is a ""suspected terror attack"". It happened in an area where the buses were parked in the city of Bat Yam on Thursday night. There were no casualties. Devices on two other buses failed to explode, police said. Local media reported that one of these carried a message referring to ""revenge"" for a recent Israeli raid on a refugee camp in the occupied West Bank. Israeli Prime Minister Benjamin Netanyahu has ordered the Israeli military to carry out ""an intensive operation against centres of terrorism"" in the West Bank in response. Footage on social media showed at least one bus on fire, with a large plume of smoke rising above. Speaking shortly after the explosions, police spokesperson Aryeh Doron urged the public to be on alert for ""every suspected bag or object"". ""We may be lucky if indeed the terrorists set these timers to the wrong hour. But it's too early to determine,"" he said on Israel's Channel 12 TV. In a separate televised briefing, police commander Haim Sargarof said the devices used to set off the blasts were similar to those previously found in the West Bank, where Israel has been carrying out months of raids against militants, AFP news agency reported. According to local media, one of the unexploded mechanisms, weighing 5kg (11lbs), carried a message saying ""Revenge from Tulkarm"", an apparent reference to a recent Israeli military raid on a refugee camp in northern West Bank. Following the explosions, the Palestinian militant group Tulkarm Brigade released a statement that said ""Revenge for the martyrs will not be forgotten as long as the occupier sits on our land"", Israeli news site Haaretz reported. The statement did not claim responsibility for the attack. The Israel Defense Forces (IDF) have been carrying out operations against Palestinian militant groups in the West Bank for months, especially focusing around Tulkarm and Jenin in the north. Hundreds of Palestinians have been killed as Israeli forces have intensified their raids.",,,,"Three buses explode in Israel in 'suspected terror attack', police say","Jake Lapham & Hafsa Khalil, BBC News",,,,,,,1
,,,reliable,,"From her house in east London, British-Israeli Sharone Lifschitz never gave up hope that her 84-year-old father Oded would return from the horror of Hamas captivity, after more than 500 days. He was a man of peace, a campaigner for, and a friend of, Palestinians. He was dragged from his home by Palestinian gunmen on 7 October and killed in captivity after being taken to Gaza alive. The return of his body on Thursday was devastating news for Ms Lifschitz and her family, particularly her mother Yocheved who was also a hostage but returned alive and now will not be able to reunite with her husband of 63 years. After identifying Oded's body, the head of Israel's National Institute of Forensic Medicine said he had been killed in captivity more than a year ago. The Israeli Prime Minister's Office said he ""was murdered in captivity by the Islamic Jihad terrorist organization."" The BBC were with Sharone, a filmmaker and academic, at her home when the ceasefire was announced last month. She shed tears of joy and hope as at last she saw an opportunity where she would discover what had happened to her father. After more than a year of him being held hostage, she didn't know if he was alive or dead. Sharone Lifschitz admitted then that at his age the hopes for his survival were slim, but she also believed ""miracles can happen"". Ms Lifschitz has been an eloquent and dignified voice for the release of her father and the other hostages, and shed light on the trauma the hostage families have faced since their ordeal began. ""One way or another, we will know. We will know if he's still with us, if we can look after him. We will know who we are grieving for… My father didn't deserve this. But she recognised there were ""more graves to come."" And now, one will be for her father. Oded Lifshitz was a journalist and veteran campaigner for peace who drove sick Palestinians to hospitals in Israel for treatment. In his campaign for Palestinian rights he met Yasser Arafat, then head of the Palestine Liberation Organisation (PLO). He helped to found Kibbutz Nir Oz, where he lived and was taken hostage from. It was a place where he was well-known for the cacti that he grew, the piano he played and the grandchildren he adored. In a tribute, UK Prime Minister Sir Keir Starmer said he was ""deeply saddened"" by Oded's death, and sent his ""heartfelt condolences"" to his family. ""When I met Sharone in Downing Street, she showed remarkable strength in the face of the most difficult circumstances,"" Sir Keir said. ""The news of her father's death is a tragedy. It is my hope that the peace he worked to see in the region through his charity work and activism will be achieved."" About 1,200 people - mostly civilians - were killed in the 7 October attacks and 251 others, including Oded and Yocheved, taken back to Gaza as hostages. Israel launched a massive military campaign against Hamas in response, which has killed at least 48,297 Palestinians - mainly civilians - according to the Hamas-run health ministry. As well as Oded, three other bodies were released by Hamas on Thursday - who Hamas said were Shiri Bibas, 33, and her two young sons, Ariel and Kfir. But on Thursday night, Israel's military accused Hamas of handing over the body of an unidentified person instead of that of Ms Bibas. ""During the identification process, it was determined that the additional body received is not that of Shiri Bibas, and no match was found for any other hostage,"" the Israel Defense Forces said. Oded's wife Yocheved, who was freed as a hostage by Hamas in 2023, met then-Hamas leader Yahya Sinwar while held in the tunnels under Gaza - and told him he should be ashamed of himself. The British lawyers supporting the family said ""Yocheved must be the only person to have met Sinwar, Netanyahu and the Pope, and given them all a piece of her mind. That is the kind of extraordinary person she is.""",,,,Israeli family mourns 'man of peace' as body returned from Gaza,"Lucy Manning, Special Correspondent",,,,,,,1
,,,reliable,,"""The hearts of an entire nation lie in tatters,"" Israel's President Isaac Herzog has said, as the bodies of four hostages taken alive by Hamas in its attack on 7 October 2023 were returned to Tel Aviv. Hamas says the bodies are those of a mother and two children from the Bibas family, whose unknown fate has gripped Israel. Israel has confirmed only the identity of the fourth - Oded Lifschitz, 84, a veteran peace activist - after a forensic examination. President Herzog wrote ""there are no words"" in a post on social media platform X, asking the four for forgiveness ""for not bringing you home safely"". It is the first time Hamas has returned captives dead since the ceasefire began last month. Following Hamas's handover of the four bodies, thousands of Israelis gathered at Hostages Square in Tel Aviv and observed a minute's silence. Six living hostages are due to be freed on Saturday. The news that Shiri Bibas, 33, and her sons, who would now be aged five and two, were dead triggered an outpouring of grief across the country. Hamas claimed in November 2023 they had been killed in an Israeli air strike, without providing evidence. The Israeli government never confirmed the claim. Addressing Israelis in a video statement, Israeli Prime Minister Benjamin Netanyahu said the country was ""united in unbearable grief. Every home in Israel bows its head today. ""We all rage over the monsters of Hamas,"" he said. A lawyer for Dr Sharone Lifschitz, the British-based daughter of Oded Lifschitz, said the day was ""one of immense sadness, and of failure"". Early on Thursday morning, in choreographed scenes reminiscent of recent handovers of living hostages, four black coffins were laid out on a stage decked with propaganda in Khan Younis in southern Gaza in front of crowds of spectators.",,,,Israel's 'hearts lie in tatters' as Hamas hands over first dead hostages,"Raffi Berg, BBC News",,,,,,,1
,,,reliable,,The culture secretary has said she will raise concerns with BBC bosses about a documentary on Gaza that was narrated by the son of a Hamas official.,,,,BBC faces questions over Gaza film's Hamas link,"Ian Youngs, Culture reporter",,,,,,,1
,,,reliable,,"On a bleak late winter's day, under leaden skies and occasional driving rain, this was the moment all Israelis had been dreading. The return of the dead. It began, as all the handovers so far have begun, with a politically charged display by Hamas and other Palestinian armed groups involved in holding Israeli hostages for over 500 days. Once again, there was a stage, flanked by huge posters highlighting the catastrophic consequences of Israel's military campaign in Gaza and the Palestinian determination to stay put. But instead of haunted, sometimes emaciated, survivors, there were four black coffins, each bearing a photograph and a name – Oded Lifschitz, Shiri Bibas and her two young sons, Ariel and Kfir - accompanied by the image of Israel's Prime Minister, Benjamin Netanyahu.",,,,Return of bodies marks day of anguish for Israel,"Paul Adams, BBC News, Tel Aviv",,,,,,,1
